gameId,playId,ballCarrierId,ballCarrierDisplayName,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,passResult,passLength,penaltyYards,prePenaltyPlayResult,playResult,playNullifiedByPenalty,absoluteYardlineNumber,offenseFormation,defendersInTheBox,passProbability,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPoints,expectedPointsAdded,foulName1,foulName2,foulNFLId1,foulNFLId2
2022110607,3671,44853,Dalvin Cook,(2:31) (Shotgun) D.Cook left end to WAS 4 for 2 yards (E.Obada; J.Bostic).,4,2,6,MIN,WAS,WAS,6,2:31,17,17,,NA,NA,2,2,N,104,SHOTGUN,6,0.653721809,0.192072704,0.807927296,-0.001201622,0.001201622,4.877001852,-0.53367237,NA,NA,NA,NA
2022110604,1584,41282,Davante Adams,(2:00) D.Carr pass short left to D.Adams pushed ob at JAX 39 for 11 yards (F.Oluokun).,2,2,7,LV,JAX,NA,50,2:00,7,17,C,0,NA,11,11,N,60,SINGLEBACK,6,0.763566077,0.141489077,0.858510923,-0.010430096,0.010430096,2.108485911,0.984369767,NA,NA,NA,NA
2022102309,805,52552,DeeJay Dallas,"(5:00) (No Huddle) D.Dallas left tackle to LAC 23 for 11 yards (D.Tranquill, D.James).",1,2,1,SEA,LAC,LAC,34,5:00,0,7,,NA,NA,11,11,N,44,SINGLEBACK,6,0.216143742,0.324844981,0.675155019,-0.022273757,0.022273757,3.981985076,0.380866287,NA,NA,NA,NA
2022092511,2136,54616,Tyler Allgeier,"(15:00) (Shotgun) T.Allgeier right guard to ATL 30 for 5 yards (J.Brooks, U.Nwosu).",3,1,10,ATL,SEA,ATL,25,15:00,20,17,,NA,NA,5,5,N,35,SHOTGUN,7,0.488107294,0.586057756,0.413942244,0.003521405,-0.003521405,1.298698674,-0.117418541,NA,NA,NA,NA
2022100213,2440,44896,Chris Godwin,(11:19) (Shotgun) T.Brady pass short right to C.Godwin to TB 35 for 10 yards (N.Bolton).,3,2,10,TB,KC,TB,25,11:19,17,31,C,7,NA,10,10,N,85,SHOTGUN,6,0.628676176,0.121272314,0.878727686,0.007916052,-0.007916052,0.780776631,1.018854027,NA,NA,NA,NA
2022091103,5096,53484,Pat Freiermuth,(:21) (Shotgun) M.Trubisky pass short middle to P.Freiermuth to CIN 35 for 10 yards (V.Bell).,5,2,10,PIT,CIN,CIN,45,0:21,20,20,C,7,NA,10,10,N,65,SHOTGUN,7,0.806955218,0.406236848,0.593763152,-0.075975114,0.075975114,1.05239585,0.456291525,NA,NA,NA,NA
2022100209,543,44978,Jamal Agnew,(7:07) (Shotgun) T.Lawrence pass deep left to J.Agnew to JAX 49 for 24 yards (C.Gardner-Johnson).,1,3,5,JAX,PHI,JAX,25,7:07,0,7,C,22,NA,24,24,N,85,SHOTGUN,6,0.974988639,0.419473067,0.580526933,-0.057915792,0.057915792,0.130196866,2.755954636,NA,NA,NA,NA
2022091106,1874,47870,Damien Harris,(13:05) D.Harris left end to NE 14 for 6 yards (C.Wilkins).,3,1,10,NE,MIA,NE,8,13:05,17,0,,NA,NA,6,6,N,18,SINGLEBACK,8,0.408055454,0.925306723,0.074693277,-0.000492681,0.000492681,0.133402729,0.019356997,NA,NA,NA,NA
2022091200,109,42412,Tyler Lockett,(13:38) (Shotgun) G.Smith pass short middle to T.Lockett to DEN 46 for 17 yards (K.Jackson).,1,3,3,SEA,DEN,SEA,37,13:38,0,0,C,13,NA,17,17,N,47,SHOTGUN,6,0.928622365,0.340139836,0.659860164,0.04419685,-0.04419685,0.950914347,2.206572685,NA,NA,NA,NA
2022092502,3725,52449,Jonathan Taylor,(1:55) (Shotgun) J.Taylor left tackle to KC 26 for 13 yards (L.Sneed).,4,1,20,IND,KC,KC,39,1:55,13,17,,NA,NA,13,13,N,71,SHOTGUN,6,0.94029671,0.335463249,0.664536751,0.032974628,-0.032974628,3.020257254,0.451712628,NA,NA,NA,NA
2022103007,2450,48097,Jakobi Meyers,(9:29) (Shotgun) M.Jones pass short left to J.Meyers to NE 41 for 6 yards (M.Carter).,3,1,10,NE,NYJ,NE,35,9:29,10,13,C,3,NA,6,6,N,45,SHOTGUN,6,0.48689428,0.303678386,0.696321614,-0.006788254,0.006788254,1.815989651,0.329636058,NA,NA,NA,NA
2022102303,2174,44947,Jamaal Williams,(8:34) (Shotgun) J.Goff pass short left to Ja.Williams to DET 46 for 4 yards (J.Kearse).,3,2,16,DET,DAL,DET,42,8:34,10,6,C,0,NA,4,4,N,52,SHOTGUN,6,0.796369612,0.799171437,0.200828563,0.014632756,-0.014632756,1.500402995,-0.673266963,NA,NA,NA,NA
2022091901,237,52461,Jalen Hurts,"(11:18) (No Huddle, Shotgun) J.Hurts scrambles right end to MIN 27 for 4 yards (E.Kendricks).",1,1,10,PHI,MIN,MIN,31,11:18,0,0,R,NA,NA,4,4,N,79,SHOTGUN,6,0.760113776,0.656982623,0.343017377,-0.001775395,0.001775395,4.144091024,-0.071672985,NA,NA,NA,NA
2022103000,729,53454,Travis Etienne,(3:56) T.Etienne left end pushed ob at JAX 33 for 5 yards (K.Jackson).,1,3,1,JAX,DEN,JAX,28,3:56,7,0,,NA,NA,5,5,N,82,I_FORM,8,0.122057945,0.695397597,0.304602403,0.018779553,-0.018779553,1.02562714,0.705185358,NA,NA,NA,NA
2022110600,2548,54588,Isaiah Spiller,"(3:44) I.Spiller right tackle to LAC 32 for 7 yards (R.Evans, R.Grant).",3,1,10,LAC,ATL,LAC,25,3:44,17,14,,NA,NA,7,7,N,85,SINGLEBACK,7,0.53734529,0.551957205,0.448042795,-0.034115806,0.034115806,1.711889779,0.481047784,NA,NA,NA,NA
2022091801,2593,42347,Amari Cooper,(4:44) (Shotgun) J.Brissett pass short left to A.Cooper to CLV 27 for 7 yards (D.Reed).,3,3,10,CLE,NYJ,CLE,20,4:44,17,14,C,7,NA,7,7,N,30,SHOTGUN,6,0.974003732,0.669905234,0.330094766,-0.018416435,0.018416435,-0.633842029,-0.653839279,NA,NA,NA,NA
2022091101,1691,44820,Christian McCaffrey,(4:39) (Shotgun) B.Mayfield pass short left to C.McCaffrey pushed ob at CAR 32 for 7 yards (J.Owusu-Koramoah).,2,2,10,CAR,CLE,CAR,25,4:39,0,14,C,-1,NA,7,7,N,85,SHOTGUN,6,0.682158113,0.163985074,0.836014926,-0.003758274,0.003758274,0.86271413,-0.047932118,NA,NA,NA,NA
2022091104,3596,47836,Miles Sanders,"(13:46) (No Huddle, Shotgun) M.Sanders left tackle to PHI 40 for 3 yards (I.Buggs).",4,1,10,PHI,DET,PHI,37,13:46,28,38,,NA,NA,3,3,N,47,SHOTGUN,7,0.442791164,0.064979984,0.935020016,0.000931693,-0.000931693,2.040133738,-0.233922172,NA,NA,NA,NA
2022092511,1752,42412,Tyler Lockett,(3:03) G.Smith pass short right to T.Lockett pushed ob at SEA 25 for 5 yards (C.Hayward).,2,1,10,SEA,ATL,SEA,20,3:03,17,17,C,5,NA,5,5,N,90,SINGLEBACK,7,0.346123815,0.553533975,0.446466025,-6.82E-05,6.82E-05,1.030989466,0.032376982,NA,NA,NA,NA
2022103007,1199,47870,Damien Harris,(10:11) (Shotgun) D.Harris right tackle to 50 for 1 yard (J.Franklin-Myers).,2,2,10,NE,NYJ,NE,49,10:11,10,3,,NA,NA,1,1,N,61,SHOTGUN,6,0.591925204,0.620064091,0.379935909,0.021225773,-0.021225773,2.121491065,-0.732205899,NA,NA,NA,NA
2022091104,2130,53579,Kenneth Gainwell,"(1:27) (No Huddle, Shotgun) J.Hurts pass short middle to K.Gainwell to PHI 36 for 8 yards (A.Anzalone).",2,2,4,PHI,DET,PHI,28,1:27,14,21,C,0,NA,8,8,N,82,SHOTGUN,6,0.837682843,0.158552447,0.841447553,-0.010889938,0.010889938,1.275520157,0.285545781,NA,NA,NA,NA
2022103005,1113,47885,Alexander Mattison,(12:05) A.Mattison left end pushed ob at ARZ 12 for 15 yards (B.Murphy).,2,1,10,MIN,ARI,ARI,27,12:05,7,3,,NA,NA,15,15,N,37,SINGLEBACK,7,0.455492616,0.823775198,0.176224802,0.006567582,-0.006567582,4.362177414,0.654365166,NA,NA,NA,NA
2022091901,2491,53439,DeVonta Smith,"(7:29) (No Huddle, Shotgun) J.Hurts pass short left to D.Smith to MIN 49 for 4 yards (C.Dantzler).",3,1,10,PHI,MIN,PHI,47,7:29,24,7,C,3,NA,4,4,N,63,PISTOL,6,0.419433594,0.952398759,0.047601241,0.001357887,-0.001357887,2.786384845,-0.025985146,NA,NA,NA,NA
2022092200,666,42347,Amari Cooper,"(2:57) (Shotgun) J.Brissett pass short middle to A.Cooper for 11 yards, TOUCHDOWN.",1,2,9,CLE,PIT,PIT,11,2:57,0,0,C,8,NA,11,11,N,21,SHOTGUN,7,0.728280425,0.688022122,0.311977878,0.057381865,-0.057381865,4.759166156,2.240833844,NA,NA,NA,NA
2022091809,2968,47911,Tony Pollard,(14:08) (Shotgun) T.Pollard right tackle to DAL 46 for 3 yards (D.Reader).,4,1,10,DAL,CIN,DAL,43,14:08,17,9,,NA,NA,3,3,N,67,SHOTGUN,8,0.411016077,0.856301453,0.143698547,-0.000524748,0.000524748,2.598107457,-0.226291304,NA,NA,NA,NA
2022100210,588,54517,George Pickens,(3:25) (Shotgun) M.Trubisky pass short left to G.Pickens to PIT 30 for 5 yards (D.Reed).,1,2,10,PIT,NYJ,PIT,25,3:25,0,3,C,5,NA,5,5,N,85,SHOTGUN,6,0.553287864,0.501988392,0.498011608,-0.014869928,0.014869928,0.720024936,-0.527621774,NA,NA,NA,NA
2022091811,713,42547,Darren Waller,"(1:21) D.Carr pass deep left to D.Waller to LV 44 for 19 yards (J.Thompson) [B.Baker]. Penalty on ARZ-M.Wilson, Illegal Contact, declined.",1,1,5,LV,ARI,LV,25,1:21,7,0,C,19,0,19,19,N,35,I_FORM,8,0.249011621,0.884578014,0.115421986,0.001594651,-0.001594651,1.877286578,0.927921786,Illegal Contact,NA,53565,NA
2022091103,5039,53484,Pat Freiermuth,"(:34) (No Huddle, Shotgun) M.Trubisky pass deep middle to P.Freiermuth to CIN 45 for 26 yards (M.Hilton). Penalty on CIN-S.Hubbard, Defensive Offside, declined.",5,3,1,PIT,CIN,PIT,29,0:34,20,20,C,20,0,26,26,N,39,SHOTGUN,4,0.147279799,0.582545017,0.417454983,-0.187960334,0.187960334,0.137971714,1.054043553,Defensive Offside,NA,46146,NA
2022091500,195,47839,Mecole Hardman,(11:30) (Shotgun) M.Hardman right end to LAC 46 for -4 yards (J.Bosa).,1,3,2,KC,LAC,LAC,42,11:30,0,0,,NA,NA,-4,-4,N,52,SHOTGUN,6,0.896033347,0.739741607,0.260258393,-0.063910214,0.063910214,2.518347395,-2.786606786,NA,NA,NA,NA
2022100206,3306,45573,Austin Ekeler,"(8:26) (Shotgun) A.Ekeler left end to LAC 14 for -2 yards (J.Pitre, K.Grugier-Hill). Penalty on LAC-R.Rodgers, Offensive Holding, declined.",4,1,10,LAC,HOU,LAC,16,8:26,24,27,,NA,0,-2,-2,N,26,SHOTGUN,7,0.451783419,0.285941478,0.714058522,0.048488736,-0.048488736,0.603391538,-1.170244013,Offensive Holding,NA,41327,NA
2022102308,3141,40138,Rex Burkhead,"(4:58) (No Huddle, Shotgun) D.Mills pass short left to R.Burkhead to LV 48 for 4 yards (J.Abram).",4,1,10,HOU,LV,HOU,48,4:58,31,20,C,-4,NA,4,4,N,58,SHOTGUN,6,0.893135786,0.951501546,0.048498454,0.000314308,-0.000314308,2.603415723,-0.09960405,NA,NA,NA,NA
2022102309,3456,54506,Kenneth Walker,(11:28) K.Walker right tackle to LAC 47 for 3 yards (D.Tranquill).,4,1,10,SEA,LAC,NA,50,11:28,16,27,,NA,NA,3,3,N,60,SINGLEBACK,8,0.33395651,0.074163958,0.925836042,-0.003942091,0.003942091,2.456437892,-0.303593146,NA,NA,NA,NA
2022091806,2013,47870,Damien Harris,(15:00) (Shotgun) D.Harris left guard to NE 30 for 5 yards (D.Bush; A.Maulet).,3,1,10,NE,PIT,NE,25,15:00,3,10,,NA,NA,5,5,N,35,SHOTGUN,6,0.490111321,0.212665286,0.787334714,0.008412752,-0.008412752,1.298698674,-0.167859212,NA,NA,NA,NA
2022103003,1052,53541,Amon-Ra St. Brown,(:10) (Shotgun) J.Goff pass short right to A.St. Brown pushed ob at MIA 48 for 21 yards (N.Igbinoghene).,1,3,4,DET,MIA,DET,31,0:10,14,7,C,4,NA,21,21,N,41,SHOTGUN,7,0.961473346,0.661063366,0.338936634,0.047220774,-0.047220774,0.103695124,2.539236578,NA,NA,NA,NA
2022102307,3101,53536,Michael Carter,(:10) Mi.Carter left end to DEN 25 for 3 yards (K.Jackson; M.Purcell).,3,3,1,NYJ,DEN,DEN,28,0:10,9,10,,NA,NA,3,3,N,82,SINGLEBACK,7,0.31710726,0.286576703,0.713423297,-0.016140655,0.016140655,3.889204565,0.435742334,NA,NA,NA,NA
2022100205,2335,44947,Jamaal Williams,(13:42) (Shotgun) Ja.Williams up the middle to DET 36 for 4 yards (J.Brooks; Q.Diggs).,3,3,3,DET,SEA,DET,32,13:42,15,31,,NA,NA,4,4,N,42,SHOTGUN,6,0.845039129,0.11407942,0.88592058,0.040339004,-0.040339004,0.62441359,1.474423167,NA,NA,NA,NA
2022110603,1552,44947,Jamaal Williams,(2:10) (Shotgun) Ja.Williams right tackle to GB 25 for 5 yards (K.Clark; K.Barnes).,2,1,10,DET,GB,GB,30,2:10,0,0,,NA,NA,5,5,N,80,SHOTGUN,4,0.734299958,0.447697923,0.552302077,0.002049856,-0.002049856,3.323710017,-0.003709,NA,NA,NA,NA
2022092512,1456,46263,Russell Gage,"(1:38) (No Huddle, Shotgun) T.Brady pass short right to R.Gage to TB 48 for 12 yards (D.Campbell).",2,1,10,TB,GB,TB,36,1:38,3,14,C,3,NA,12,12,N,74,SHOTGUN,5,0.950272858,0.244334299,0.755665701,0.000161208,-0.000161208,1.609903387,0.29950683,NA,NA,NA,NA
2022092507,3561,44931,Mack Hollins,(2:00) (Shotgun) D.Carr pass short right to M.Hollins pushed ob at TEN 20 for 5 yards (T.Mitchell).,4,1,10,LV,TEN,TEN,25,2:00,24,16,C,4,NA,5,5,N,35,SHOTGUN,6,0.903000593,0.843940467,0.156059533,-0.002585396,0.002585396,3.773465797,0.01838314,NA,NA,NA,NA
2022110602,1917,53512,Tommy Tremble,(1:31) (Shotgun) P.Walker pass short right to T.Tremble pushed ob at CAR 14 for 3 yards (A.Davis-Gaither).,2,1,10,CAR,CIN,CAR,11,1:31,28,0,C,0,NA,3,3,N,99,SHOTGUN,6,0.789670467,0.995258417,0.004741583,0.000175398,-0.000175398,0.583733812,-0.319350948,NA,NA,NA,NA
2022090800,1406,47853,Darrell Henderson,(3:42) D.Henderson up the middle to BUF 4 for 3 yards (D.Jones).,2,1,7,LA,BUF,BUF,7,3:42,0,10,,NA,NA,3,3,N,17,SINGLEBACK,6,0.48920399,0.263124123,0.736875877,9.97E-05,-9.97E-05,5.49063398,0.118456422,NA,NA,NA,NA
2022091500,1258,45573,Austin Ekeler,(10:28) (Shotgun) A.Ekeler right guard to LAC 49 for 4 yards (G.Karlaftis).,2,1,10,LAC,KC,LAC,45,10:28,7,10,,NA,NA,4,4,N,65,SHOTGUN,6,0.4795551,0.493722305,0.506277695,-0.002941519,0.002941519,2.406466134,-0.140320793,NA,NA,NA,NA
2022091104,1020,52461,Jalen Hurts,"(13:46) (Shotgun) J.Hurts right end to DET 1 for 1 yard (A.Anzalone, M.Rodriguez).",2,3,2,PHI,DET,DET,2,13:46,7,0,,NA,NA,1,1,N,12,SHOTGUN,9,0.874685466,0.474593073,0.525406927,0.019665271,-0.019665271,4.684617961,-0.746520842,NA,NA,NA,NA
2022090800,2232,44985,Isaiah McKenzie,"(8:02) (Shotgun) J.Allen pass short right to I.McKenzie for 7 yards, TOUCHDOWN.",3,1,7,BUF,LA,LA,7,8:02,10,10,C,6,NA,7,7,N,17,SHOTGUN,6,0.377763301,0.305284586,0.694715414,-0.062234856,0.062234856,5.628587378,1.371412622,NA,NA,NA,NA
2022091100,1769,41292,Jarvis Landry,(1:06) (Shotgun) J.Winston pass short middle to J.Landry to NO 30 for 5 yards (R.Evans).,2,1,10,NO,ATL,NO,25,1:06,13,7,C,4,NA,5,5,N,35,SHOTGUN,5,0.871530831,0.58385475,0.41614525,0.006982975,-0.006982975,0.89114449,-0.224600781,NA,NA,NA,NA
2022100210,2417,44817,Corey Davis,(10:59) Z.Wilson pass short right to C.Davis to NYJ 26 for 15 yards (M.Adams).,3,1,10,NYJ,PIT,NYJ,11,10:59,6,10,C,13,NA,15,15,N,21,SINGLEBACK,8,0.426924378,0.386414461,0.613585539,-0.046567209,0.046567209,0.311383171,1.0498736,NA,NA,NA,NA
2022101601,4140,54515,Tyquan Thornton,(3:50) T.Thornton right end pushed ob at CLV 6 for -1 yards (S.Takitaki).,4,2,5,NE,CLE,CLE,5,3:50,15,31,,NA,NA,-1,-1,N,15,JUMBO,8,0.064215161,0.004183674,0.995816326,-0.000436124,0.000436124,5.167679709,-1.203702377,NA,NA,NA,NA
2022101605,2946,52942,Juwan Johnson,"(2:46) (Shotgun) A.Dalton pass deep middle to J.Johnson to NO 45 for 20 yards (M.Hilton). Pass 18, YAC 2",3,2,6,NO,CIN,NO,25,2:46,23,21,C,18,NA,20,20,N,85,SHOTGUN,6,0.607519329,0.583123703,0.416876297,0.067536287,-0.067536287,0.858965021,1.730129719,NA,NA,NA,NA
2022102311,159,43454,Tyreek Hill,(13:09) T.Tagovailoa pass short middle to T.Hill to PIT 34 for 9 yards (M.Jack; M.Fitzpatrick).,1,1,10,MIA,PIT,PIT,43,13:09,0,0,C,5,NA,9,9,N,67,SINGLEBACK,7,0.65598911,0.790744379,0.209255621,0.017229097,-0.017229097,3.280002311,0.990987275,NA,NA,NA,NA
2022103009,1244,47842,Parris Campbell,(6:11) P.Campbell left end to IND 47 for 28 yards (D.Mayo; B.McCain).,2,1,10,IND,WAS,IND,19,6:11,3,7,,NA,NA,28,28,N,29,SINGLEBACK,6,0.535027862,0.408614691,0.591385309,0.048292801,-0.048292801,0.693441261,1.735077012,NA,NA,NA,NA
2022102700,68,46155,Mark Andrews,(14:54) (Shotgun) L.Jackson pass short left to M.Andrews pushed ob at BLT 43 for 22 yards (K.Neal; M.Edwards).,1,1,10,BAL,TB,BAL,21,14:54,0,0,C,11,NA,22,22,N,31,SHOTGUN,7,0.523945391,0.607525934,0.392474066,-0.054078862,0.054078862,0.843300005,1.618831608,NA,NA,NA,NA
2022091812,1624,52470,A.J. Dillon,"(2:27) (Shotgun) A.Dillon left tackle to GB 48 for 1 yard (J.Brisker, K.Jonathan).",2,1,10,GB,CHI,GB,47,2:27,17,7,,NA,NA,1,1,N,57,SHOTGUN,5,0.423058391,0.949337468,0.050662532,-0.000930378,0.000930378,2.491329003,-0.398014049,NA,NA,NA,NA
2022110607,1335,47791,T.J. Hockenson,(3:33) (Shotgun) K.Cousins pass short middle to T.Hockenson to MIN 14 for 9 yards (K.Curl).,2,3,11,MIN,WAS,MIN,5,3:33,0,7,C,5,NA,9,9,N,105,EMPTY,6,0.872148275,0.225128084,0.774871916,0.007093158,-0.007093158,-0.961978665,-0.328628023,NA,NA,NA,NA
2022102300,1634,44898,Kareem Hunt,(:43) (Shotgun) J.Brissett pass short right to K.Hunt to BLT 46 for 4 yards (M.Peters; J.Pierre-Paul).,2,3,20,CLE,BAL,NA,50,0:43,13,10,C,-4,NA,4,4,N,60,SHOTGUN,5,0.95484215,0.617722124,0.382277876,0.045484751,-0.045484751,1.4427664,-1.050970417,NA,NA,NA,NA
2022100903,241,53518,Nico Collins,(12:21) D.Mills pass short right to N.Collins to HST 47 for 16 yards (S.Griffin).,1,1,10,HOU,JAX,HOU,31,12:21,0,0,C,15,NA,16,16,N,79,SINGLEBACK,8,0.520455956,0.740780108,0.259219892,-0.009251798,0.009251798,1.697732825,1.090645865,NA,NA,NA,NA
2022103002,596,46150,Michael Gallup,"(7:01) (No Huddle, Shotgun) D.Prescott pass short right to M.Gallup to CHI 22 for 17 yards (K.Gordon, E.Jackson).",1,2,3,DAL,CHI,CHI,39,7:01,7,0,C,9,NA,17,17,N,71,SHOTGUN,6,0.575647116,0.908704831,0.091295169,0.005302935,-0.005302935,3.545880828,1.167670313,NA,NA,NA,NA
2022102302,1152,54616,Tyler Allgeier,(11:46) T.Allgeier left tackle to CIN 48 for 5 yards (M.Bailey).,2,1,10,ATL,CIN,ATL,47,11:46,21,0,,NA,NA,5,5,N,63,I_FORM,8,0.340996712,0.965607553,0.034392447,-0.000600453,0.000600453,2.448297592,0.103710807,NA,NA,NA,NA
2022103007,1921,53549,Rhamondre Stevenson,"(:23) (Shotgun) R.Stevenson right guard to NYJ 2 for 10 yards (C.Mosley). PENALTY on NE-C.Strange, Offensive Holding, 10 yards, enforced at NYJ 12 - No Play.",2,1,10,NE,NYJ,NYJ,12,0:23,10,3,,NA,-10,10,-10,Y,22,SHOTGUN,6,NA,0.562174816,0.437825184,0.044718761,-0.044718761,4.494727072,-1.543497947,Offensive Holding,NA,54494,NA
2022110605,3054,53549,Rhamondre Stevenson,(13:10) M.Jones pass short left to R.Stevenson to IND 7 for 5 yards (D.Buckner). IND-D.Buckner was injured during the play.,4,2,8,NE,IND,IND,12,13:10,16,3,C,-4,NA,5,5,N,22,SINGLEBACK,7,0.691115022,0.978224695,0.021775305,0.000178059,-0.000178059,4.605543669,-0.210983551,NA,NA,NA,NA
2022091500,2286,52440,Clyde Edwards-Helaire,(8:28) (Shotgun) P.Mahomes pass short right to C.Edwards-Helaire to LAC 41 for 21 yards (B.Callahan).,3,2,8,KC,LAC,KC,38,8:28,7,17,C,5,NA,21,21,N,72,SHOTGUN,6,0.72700119,0.276845712,0.723154288,0.04957113,-0.04957113,1.665891327,1.919930398,NA,NA,NA,NA
2022103002,572,46206,Dalton Schultz,"(7:22) (No Huddle, Shotgun) D.Prescott pass short middle to D.Schultz to CHI 39 for 7 yards (E.Jackson; J.Sanborn).",1,1,10,DAL,CHI,CHI,46,7:22,7,0,C,6,NA,7,7,N,64,EMPTY,5,0.71289736,0.906251037,0.093748963,0.002453794,-0.002453794,3.175158408,0.370722419,NA,NA,NA,NA
2022091803,3125,52733,James Robinson,(5:32) J.Robinson left end to JAX 11 for 1 yard (G.Stewart).,4,2,9,JAX,IND,JAX,10,5:32,24,0,,NA,NA,1,1,N,20,SINGLEBACK,7,0.179403722,0.997624854,0.002375146,4.69E-05,-4.69E-05,-0.191602626,-0.447248759,NA,NA,NA,NA
2022103011,2726,46071,Saquon Barkley,(:36) S.Barkley right end to NYG 49 for -1 yards (C.Bryant).,3,2,8,NYG,SEA,NA,50,0:36,13,10,,NA,NA,-1,-1,N,60,SINGLEBACK,6,0.708343565,0.617153551,0.382846449,0.038237762,-0.038237762,2.287371211,-1.07854072,NA,NA,NA,NA
2022100207,1437,43334,Derrick Henry,(8:23) D.Henry right tackle to IND 8 for 3 yards (T.Lewis).,2,1,10,TEN,IND,IND,11,8:23,3,17,,NA,NA,3,3,N,99,SINGLEBACK,7,0.538704753,0.134806879,0.865193121,-0.000268493,0.000268493,4.930144037,-0.196716194,NA,NA,NA,NA
2022092900,581,44860,Joe Mixon,(6:01) (Shotgun) J.Burrow pass short middle to J.Mixon to CIN 34 for 9 yards (D.Riley).,1,2,10,CIN,MIA,CIN,25,6:01,7,3,C,0,NA,9,9,N,85,SHOTGUN,7,0.552658916,0.718328666,0.281671334,0.002605101,-0.002605101,0.636930758,0.588800165,NA,NA,NA,NA
2022101610,1897,54716,Isiah Pacheco,"(2:06) (Shotgun) P.Mahomes pass short left to I.Pacheco to KC 46 for 12 yards (D.Hamlin, T.Edmunds).",2,1,10,KC,BUF,KC,34,2:06,7,3,C,-4,NA,12,12,N,76,SHOTGUN,6,0.678901196,0.653567448,0.346432552,0.018375069,-0.018375069,1.739986712,0.425003239,NA,NA,NA,NA
2022090800,980,52536,Gabe Davis,(12:55) (Shotgun) J.Allen pass short right to G.Davis ran ob at BUF 37 for 5 yards (J.Fuller).,2,1,10,BUF,LA,BUF,32,12:55,0,7,C,5,NA,5,5,N,42,SHOTGUN,6,0.484267682,0.211333662,0.788666338,-0.000240769,0.000240769,1.598939191,0.021622871,NA,NA,NA,NA
2022103009,1265,46173,Nyheim Hines,"(5:32) (Shotgun) Direct snap to N.Hines.  N.Hines right end to WAS 44 for 9 yards (B.McCain, J.Davis).",2,1,10,IND,WAS,IND,47,5:32,3,7,,NA,NA,9,9,N,57,WILDCAT,6,0.481273085,0.456907492,0.543092508,0.036934167,-0.036934167,2.428518272,0.789560752,NA,NA,NA,NA
2022092505,399,52463,J.K. Dobbins,"(9:17) (Shotgun) J.Dobbins left guard to BLT 47 for 3 yards (D.Godchaux, L.Guy).",1,1,10,BAL,NE,BAL,44,9:17,0,0,,NA,NA,3,3,N,54,PISTOL,7,0.368618816,0.509931739,0.490068261,0.004067793,-0.004067793,2.683080768,-0.31843889,NA,NA,NA,NA
2022103012,386,47857,Devin Singletary,(8:47) One-yard difference on change of possession. B.Hart reported in as eligible.  D.Singletary right guard to BUF 48 for 9 yards (Q.Walker).,1,1,10,BUF,GB,BUF,39,8:47,0,0,,NA,NA,9,9,N,49,SINGLEBACK,7,0.54056263,0.823216826,0.176783174,0.014180847,-0.014180847,2.2398031,0.885805546,NA,NA,NA,NA
2022100207,2398,53556,Kylen Granson,(8:52) (Shotgun) M.Ryan pass short left to K.Granson to TEN 8 for 9 yards (D.Cole; K.Fulton).,3,2,8,IND,TEN,TEN,17,8:52,10,24,C,5,NA,9,9,N,27,SHOTGUN,6,0.773972332,0.234855928,0.765144072,0.010318343,-0.010318343,4.59701012,0.974430015,NA,NA,NA,NA
2022091802,3395,43722,J.D. McKissic,(6:49) (Shotgun) C.Wentz pass short middle to J.McKissic to WAS 33 for 9 yards (M.Hughes).,4,2,10,WAS,DET,WAS,24,6:49,36,21,C,1,NA,9,9,N,34,SHOTGUN,6,0.907353342,0.976393389,0.023606611,-0.002038422,0.002038422,0.673544227,0.78239723,NA,NA,NA,NA
2022091500,2415,46100,Sony Michel,(7:22) S.Michel right end to LAC 27 for 2 yards (L.Chenal).,3,1,10,LAC,KC,LAC,25,7:22,14,17,,NA,NA,2,2,N,35,SINGLEBACK,7,0.490852833,0.440091141,0.559908859,0.031311613,-0.031311613,1.372619075,-0.532622275,NA,NA,NA,NA
2022110300,2077,47836,Miles Sanders,"(10:05) (Shotgun) M.Sanders left guard to PHI 31 for 2 yards (E.Murray). Houston challenged the runner was not down by contact ruling, and the play was REVERSED. (Shotgun) M.Sanders left guard to PHI 28 for -1 yards (C.Kirksey).",3,3,1,PHI,HOU,PHI,29,10:05,14,14,,NA,NA,-1,-1,N,39,SHOTGUN,8,0.231308132,0.180967297,0.819032703,0.054153323,-0.054153323,1.163764135,-2.326898627,NA,NA,NA,NA
2022092501,552,53646,Khalil Herbert,"(6:53) K.Herbert left tackle for 11 yards, TOUCHDOWN.",1,1,10,CHI,HOU,HOU,11,6:53,3,0,,NA,NA,11,11,N,99,I_FORM,7,0.378243208,0.755624257,0.244375743,0.050145855,-0.050145855,5.136905298,1.863094702,NA,NA,NA,NA
2022091900,69,42489,Stefon Diggs,(15:00) (Shotgun) J.Allen pass short middle to S.Diggs to BUF 29 for 4 yards (K.Byard).,1,1,10,BUF,TEN,BUF,25,15:00,0,0,C,4,NA,4,4,N,85,SHOTGUN,5,0.689960361,0.803114409,0.196885591,0.001272677,-0.001272677,1.298698674,-0.204043222,NA,NA,NA,NA
