"nflId","height","weight","birthDate","collegeName","position","displayName"
43584,"5-8",182,"1994-08-08","Holy Cross","WR","Kalif Raymond"
43586,"6-5",322,"1992-07-19","Western Kentucky","T","George Fant"
43616,"5-11",209,"1992-07-15","Notre Dame","FS","Matthias Farley"
43641,"5-9",184,"1994-03-09","Mississippi","CB","Mike Hilton"
43694,"6-0",340,"1992-11-06","Samford","NT","Michael Pierce"
43700,"5-10",190,"1993-09-20","Auburn","CB","Jonathan Jones"
43722,"5-10",195,"1993-08-15","Arkansas State","RB","J.D. McKissic"
43757,"5-11",202,"1992-10-28","Connecticut","SS","Andrew Adams"
43780,"6-3",294,"1993-09-16","Florida Atlantic","DT","Brandin Bryant"
43787,"6-5",294,"1993-07-23","Texas-El Paso","DT","Roy Robertson-Harris"
43791,"6-3",275,"1994-09-12","Colorado State-Pueblo","DE","Morgan Fox"
43797,"6-3",228,"1993-11-18","Washington","OLB","Cory Littleton"
43808,"6-3",190,"1993-05-09","Temple","WR","Robbie  Chosen"
43821,"6-4",299,"1992-09-10","UCLA","C","Jake Brendel"
43845,"6-3",230,"1993-01-30","California","TE","Stephen Anderson"
43938,"6-1",318,"1993-01-03","Southern California","DT","Antwaun Woods"
43971,"5-11",235,"1993-07-22","Augustana, S.D.","FB","C.J. Ham"
43986,"6-0",190,"1993-01-24","South Carolina State","CB","Antonio Hamilton"
44003,"6-1",207,"1994-08-05","Texas","WR","Marcus Johnson"
44009,"6-3",240,"1993-08-28","Pittsburgh","TE","J.P. Holtz"
44068,"6-3",313,"1993-07-30","Duke","G","Lucas Patrick"
44174,"6-1",236,"1993-02-22","Texas Tech","ILB","Sam Eguavoen"
44792,"6-5",267,"1993-09-19","Virginia Commonwealth","TE","Mo Alie-Cox"
44813,"6-4",272,"1995-12-29","Texas A&amp;M","DE","Myles Garrett"
44814,"6-2",215,"1994-08-20","North Carolina","QB","Mitchell Trubisky"
44815,"6-2",280,"1995-08-26","Stanford","DT","Solomon Thomas"
44816,"6-0",228,"1995-01-18","Louisiana State","RB","Leonard Fournette"
44817,"6-3",209,"1995-01-11","Western Michigan","WR","Corey Davis"
44818,"6-1",213,"1995-10-17","Louisiana State","SS","Jamal Adams"
44819,"6-4",218,"1994-10-04","Clemson","WR","Mike Williams"
44820,"5-11",205,"1996-06-07","Stanford","RB","Christian McCaffrey"
44822,"6-3",230,"1995-09-17","Texas Tech","QB","Patrick Mahomes"
44823,"6-0",192,"1996-05-20","Ohio State","CB","Marshon Lattimore"
44825,"6-1",235,"1994-09-22","Temple","OLB","Haason Reddick"
44826,"6-3",259,"1996-06-25","Tennessee","DE","Derek Barnett"
44827,"6-1",212,"1996-04-02","Ohio State","FS","Malik Hooker"
44828,"6-0",197,"1996-07-08","Alabama","CB","Marlon Humphrey"
44829,"6-3",300,"1995-01-16","Alabama","DT","Jonathan Allen"
44830,"5-11",185,"1995-09-18","Southern California","CB","Adoree' Jackson"
44831,"6-6",250,"1994-11-18","Alabama","TE","O.J. Howard"
44832,"6-5",300,"1992-05-27","Utah","T","Garett Bolles"
44834,"6-3",250,"1995-03-06","Missouri","OLB","Charles Harris"
44835,"6-3",240,"1994-09-02","Mississippi","TE","Evan Engram"
44837,"5-11",213,"1995-10-04","Michigan","SS","Jabrill Peppers"
44838,"6-2",265,"1995-11-02","UCLA","DE","Takkarist McKinley"
44841,"6-4",246,"1996-07-10","Miami","TE","David Njoku"
44842,"6-4",252,"1994-10-11","Wisconsin","OLB","T.J. Watt"
44844,"6-6",314,"1994-04-22","Wisconsin","T","Ryan Ramczyk"
44846,"6-6",320,"1995-10-09","Alabama","T","Cam Robinson"
44848,"5-10",195,"1996-01-10","Washington","SS","Budda Baker"
44849,"6-2",200,"1995-03-30","East Carolina","WR","Zay Jones"
44851,"6-0",207,"1993-03-09","Florida","FS","Marcus Maye"
44852,"5-11",195,"1996-08-11","Ohio State","WR","Curtis Samuel"
44853,"5-10",210,"1995-08-10","Florida State","RB","Dalvin Cook"
44854,"6-1",195,"1996-09-08","Utah","FS","Marcus Williams"
44855,"6-0",181,"1996-05-21","Washington","CB","Sidney Jones"
44856,"6-3",240,"1994-06-25","South Alabama","TE","Gerald Everett"
44858,"6-2",193,"1996-08-16","Florida","CB","Quincy Wilson"
44859,"6-3",240,"1995-05-23","Houston","OLB","Tyus Bowser"
44860,"6-1",220,"1996-07-24","Oklahoma","RB","Joe Mixon"
44861,"6-2",253,"1994-08-12","Alabama","OLB","Ryan Anderson"
44862,"6-0",199,"1995-08-26","Texas A&amp;M","SS","Justin Evans"
44863,"6-4",280,"1994-09-30","Florida State","DE","DeMarcus Walker"
44866,"6-2",242,"1995-11-17","Ohio State","ILB","Raekwon McMillan"
44867,"6-3",318,"1994-02-28","Alabama","DT","Dalvin Tomlinson"
44869,"6-3",238,"1994-12-02","Vanderbilt","ILB","Zach Cunningham"
44870,"6-6",320,"1995-08-05","Louisiana State","C","Ethan Pocic"
44871,"6-7",289,"1994-06-14","Villanova","DE","Tanoh Kpassagnon"
44872,"6-0",202,"1995-05-24","Colorado","CB","Chidobe Awuzie"
44873,"6-2",220,"1994-09-20","North Carolina State","FS","Josh Jones"
44874,"6-1",215,"1996-11-22","Southern California","WR","JuJu Smith-Schuster"
44875,"6-5",320,"1994-04-26","Temple","T","Dion Dawkins"
44876,"6-5",325,"1994-03-18","Western Michigan","T","Taylor Moton"
44877,"6-3",305,"1994-06-03","North Carolina-Charlotte","DT","Larry Ogunjobi"
44878,"6-2",195,"1995-03-21","Colorado","CB","Ahkello Witherspoon"
44879,"5-10",215,"1995-07-25","Tennessee","RB","Alvin Kamara"
44880,"6-3",264,"1995-03-02","Illinois","DE","Dawuane Smoot"
44881,"6-2",208,"1993-06-15","Eastern Washington","WR","Cooper Kupp"
44882,"6-3",303,"1994-07-06","Ohio State","C","Pat Elflein"
44886,"6-5",300,"1993-08-25","Michigan","DE","Chris Wormley"
44887,"6-1",230,"1994-08-09","Louisiana State","ILB","Duke Riley"
44888,"6-3",240,"1994-09-22","Florida","ILB","Alex Anzalone"
44892,"6-4",266,"1994-03-18","Ohio","DE","Tarell Basham"
44893,"6-0",204,"1994-04-09","UCLA","CB","Fabian Moreau"
44896,"6-1",209,"1996-02-27","Penn State","WR","Chris Godwin"
44898,"5-11",216,"1995-08-06","Toledo","RB","Kareem Hunt"
44901,"6-1",233,"1996-04-24","Texas","RB","D'Onta Foreman"
44902,"6-0",198,"1995-07-20","Central Florida","CB","Shaquill Griffin"
44903,"6-0",209,"1995-12-19","Boston College","FS","John Johnson"
44904,"5-10",195,"1995-08-31","Michigan","CB","Jourdan Lewis"
44905,"6-4",304,"1995-07-24","Auburn","NT","Montravius Adams"
44906,"5-11",188,"1995-02-27","Tennessee","CB","Cameron Sutton"
44908,"6-4",213,"1993-11-03","Northern Illinois","WR","Kenny Golladay"
44911,"6-2",209,"1995-08-29","West Virginia","CB","Rasul Douglas"
44912,"6-3",248,"1995-08-22","Florida International","TE","Jonnu Smith"
44915,"6-4",270,"1994-12-05","Florida Atlantic","DE","Trey Hendrickson"
44917,"6-1",233,"1995-05-05","Pittsburgh","RB","James Conner"
44922,"6-3",316,"1994-07-12","Iowa","DT","Jaleel Johnson"
44925,"6-0",202,"1993-12-10","Alabama","SS","Eddie Jackson"
44926,"6-1",220,"1994-01-25","Miami","SS","Rayshawn Jenkins"
44927,"5-11",240,"1995-09-16","Oklahoma","RB","Samaje Perine"
44929,"6-2",265,"1995-06-29","Auburn","DE","Carl Lawson"
44930,"6-3",196,"1995-02-16","Texas A&amp;M","WR","Josh Reynolds"
44931,"6-4",221,"1993-09-16","North Carolina","WR","Mack Hollins"
44937,"6-0",233,"1995-01-31","Tennessee","OLB","Jalen Reeves-Maybin"
44938,"6-3",245,"1995-05-09","Eastern Washington","DE","Samson Ebukam"
44944,"6-5",275,"1994-07-26","Arkansas","DE","Deatrich Wise"
44947,"6-0",213,"1995-04-03","Brigham Young","RB","Jamaal Williams"
44949,"6-4",284,"1995-03-28","Oregon State","C","Sean Harlow"
44955,"6-3",297,"1993-12-05","Clemson","DE","Carlos Watkins"
44957,"6-4",315,"1993-10-20","Albany State, Ga.","DT","Grover Stewart"
44959,"6-4",250,"1993-10-09","Iowa","TE","George Kittle"
44964,"5-10",201,"1994-12-14","Iowa","CB","Desmond King"
44968,"6-0",226,"1995-02-26","UCLA","OLB","Jayon Brown"
44972,"6-4",335,"1994-12-13","Texas A&amp;M","G","Jermaine Eluemunor"
44974,"6-1",230,"1995-08-08","Northwestern","MLB","Anthony Walker"
44976,"6-0",223,"1994-07-28","Boston College","OLB","Matt Milano"
44978,"5-10",190,"1995-04-03","San Diego","WR","Jamal Agnew"
44985,"5-8",173,"1995-04-09","Georgia","WR","Isaiah McKenzie"
44987,"6-5",253,"1994-05-01","Drake","TE","Eric Saubert"
44990,"5-8",181,"1994-04-30","Louisiana Tech","WR","Trent Taylor"
44991,"6-3",311,"1994-11-11","Louisiana State","NT","Davon Godchaux"
44995,"5-9",208,"1994-12-02","Texas-El Paso","RB","Aaron Jones"
44999,"6-0",205,"1995-04-19","Virginia Tech","SS","Chuck Clark"
45004,"5-11",202,"1995-07-26","Louisiana Tech","FS","Xavier Woods"
45005,"6-2",255,"1994-05-17","West Georgia","RB","Alex Armah"
45008,"6-1",228,"1994-12-16","Boise State","ILB","Tanner Vallejo"
45009,"6-4",250,"1995-03-28","Miami","DE","Al-Quadin Muhammad"
45011,"6-0",321,"1995-01-19","Mississippi","DT","D.J. Jones"
45012,"6-4",312,"1993-08-23","Wyoming","C","Chase Roullier"
45021,"6-0",204,"1994-11-01","Auburn","SS","Rudy Ford"
45024,"6-8",305,"1992-10-19","UCLA","T","Conor McDermott"
45030,"6-4",307,"1994-08-12","Chattanooga","C","Corey Levin"
45033,"6-3",258,"1994-04-08","Northwestern","DE","Ifeadi Odenigbo"
45038,"6-4",280,"1995-04-22","Notre Dame","DE","Isaac Rochell"
45045,"6-2",229,"1996-02-08","Kansas State","OLB","Elijah Lee"
45052,"6-2",225,"1996-01-06","Ohio State","WR","Noah Brown"
45056,"6-5",320,"1994-03-04","Baylor","G","Kyle Fuller"
45063,"6-4",270,"1993-11-01","Eastern Michigan","DE","Pat O'Connor"
45064,"6-5",252,"1993-11-04","Buffalo","TE","Mason Schreck"
45069,"6-5",260,"1994-01-27","San Diego State","C","Daniel Brunskill"
45094,"6-4",232,"1994-11-23","Oregon","TE","Johnny Mundt"
45102,"6-2",214,"1994-12-18","Old Dominion","WR","Zach Pascal"
45159,"5-11",212,"1995-02-26","Temple","QB","Phillip Walker"
45185,"6-1",203,"1995-08-04","Eastern Washington","WR","Kendrick Bourne"
45186,"5-10",190,"1995-02-28","Georgia Southern","RB","Matt Breida"
45198,"6-1",210,"1995-03-21","Southern Mississippi","QB","Nick Mullens"
45203,"6-5",250,"1995-02-18","Louisiana State","DE","Tashawn Bower"
45215,"6-1",230,"1994-09-26","Cincinnati","OLB","Eric Wilson"
45217,"6-3",248,"1995-09-05","Nebraska","TE","Cethan Carter"
45226,"6-3",345,"1994-05-02","Colorado","NT","Josh Tupou"
45244,"6-2",221,"1990-08-23","Brigham Young","TE","Taysom Hill"
45268,"6-3",311,"1994-05-27","Maine","FB","Patrick Ricard"
45280,"6-4",209,"1993-11-18","Arkansas","WR","Cody Hollister"
45281,"6-4",245,"1993-11-18","Wyoming","TE","Jacob Hollister"
45287,"5-9",190,"1995-08-23","Valdosta State","CB","Kenny Moore"
45339,"6-6",258,"1994-05-04","Oregon","TE","Pharaoh Brown"
45345,"6-0",225,"1995-07-10","Greenville","OLB","Nicholas Morrow"
45352,"6-0",240,"1994-01-10","Villanova","ILB","Austin Calitro"
45355,"6-2",246,"1995-02-19","Harvard","TE","Anthony Firkser"
45369,"6-4",210,"1995-08-14","Hawaii","WR","Marcus Kemp"
45395,"5-10",190,"1993-07-13","Memphis","CB","Arthur Maulet"
45507,"6-1",193,"12/18/1994","Wyoming","WR","Tanner Gentry"
45533,"6-0",231,"1994-02-21","Northwestern","ILB","Joseph Jones"
45536,"6-3",225,"1993-11-21","Central Michigan","QB","Cooper Rush"
45550,"6-6",329,"1995-02-10","Massachusetts","T","Elijah Wilkinson"
45555,"6-1",194,"1993-04-20","Kentucky Wesleyan","WR","Keelan Cole"
45571,"6-2",196,"1995-01-06","Brigham Young","CB","Michael Davis"
45573,"5-10",200,"1995-05-17","Western State, Colo.","RB","Austin Ekeler"
45630,"6-7",317,"1994-05-16","Toledo","T","Storm Norton"
45635,"6-5",237,"1994-04-30","Indiana State","TE","Robert Tonyan"
45643,"6-0",237,"1994-05-19","Missouri State","ILB","Dylan Cole"
45695,"6-6",309,"1994-08-19","Eastern Michigan","G","Andrew Wylie"
45719,"5-10",205,"1994-05-04","Wisconsin","RB","Dare Ogunbowale"
45721,"6-9",325,"1994-09-20","Arkansas","T","Dan Skipper"
45785,"6-6",220,"1995-03-15","Wisconsin-Platteville","TE","Dan Arnold"
45798,"6-5",307,"1994-08-28","Maryland","G","Michael Dunn"
45900,"6-0",200,"1994-11-01","Washington State","WR","River Cracraft"
46070,"6-1",215,"1995-04-14","Oklahoma","QB","Baker Mayfield"
46071,"5-11",233,"1997-02-09","Penn State","RB","Saquon Barkley"
46073,"5-11",191,"1997-04-28","Ohio State","CB","Denzel Ward"
46074,"6-4",275,"1996-06-24","North Carolina State","OLB","Bradley Chubb"
46075,"6-5",330,"1996-03-19","Notre Dame","G","Quenton Nelson"
46076,"6-5",237,"1996-05-21","Wyoming","QB","Josh Allen"
46077,"6-0",230,"1997-04-08","Georgia","ILB","Roquan Smith"
46078,"6-8",315,"1995-01-12","Notre Dame","T","Mike McGlinchey"
46080,"6-1",207,"1996-11-17","Alabama","FS","Minkah Fitzpatrick"
46081,"6-4",347,"1995-02-05","Washington","NT","Vita Vea"
46082,"6-3",320,"1997-05-27","Alabama","DT","Daron Payne"
46083,"6-6",265,"1996-09-04","Texas-San Antonio","DE","Marcus Davenport"
46084,"6-8",325,"1995-10-09","UCLA","T","Kolton Miller"
46085,"6-5",250,"1998-05-02","Virginia Tech","ILB","Tremaine Edmunds"
46086,"6-2",215,"1996-08-03","Florida State","FS","Derwin James"
46087,"5-10",196,"1997-02-09","Louisville","CB","Jaire Alexander"
46088,"6-4",256,"1996-02-08","Boise State","OLB","Leighton Vander Esch"
46089,"6-5",311,"1996-05-17","Arkansas","C","Frank Ragnow"
46090,"6-4",312,"1994-10-11","Ohio State","C","Billy Price"
46091,"6-2",234,"1995-11-08","Alabama","ILB","Rashaan Evans"
46092,"6-2",310,"1995-12-09","Georgia","T","Isaiah Wynn"
46093,"5-11",215,"1997-04-14","Maryland","WR","D.J. Moore"
46094,"6-4",245,"1993-08-24","South Carolina","TE","Hayden Hurst"
46096,"5-11",220,"1996-02-02","San Diego State","RB","Rashaad Penny"
46097,"6-1",217,"1997-01-20","Virginia Tech","SS","Terrell Edmunds"
46098,"6-4",291,"1996-03-11","Florida","DT","Taven Bryan"
46099,"5-10",191,"1997-02-11","Central Florida","CB","Mike Hughes"
46100,"5-11",215,"1995-02-17","Georgia","RB","Sony Michel"
46101,"6-2",212,"1997-01-07","Louisville","QB","Lamar Jackson"
46102,"6-4",305,"1995-09-05","Nevada","G","Austin Corbett"
46103,"6-2",327,"1995-09-02","Texas-El Paso","G","Will Hernandez"
46104,"5-11",225,"1995-12-27","Georgia","RB","Nick Chubb"
46105,"6-2",230,"1995-07-27","South Carolina State","MLB","Shaquille Leonard"
46106,"6-6",315,"1996-03-25","Auburn","T","Braden Smith"
46108,"6-3",305,"1997-09-13","Iowa","G","James Daniels"
46109,"6-4",216,"1995-10-10","Southern Methodist","WR","Courtland Sutton"
46111,"6-6",252,"1995-10-03","Penn State","TE","Mike Gesicki"
46113,"6-1",195,"1995-10-23","Washington","WR","Dante Pettis"
46114,"6-0",196,"1996-04-03","Iowa","CB","Josh Jackson"
46116,"5-11",200,"1996-11-18","Texas A&amp;M","WR","Christian Kirk"
46117,"6-2",251,"1996-12-28","Southern California","OLB","Uchenna Nwosu"
46118,"6-5",256,"1995-01-03","South Dakota State","TE","Dallas Goedert"
46119,"6-5",298,"1997-05-12","Texas","G","Connor Williams"
46121,"6-5",248,"1995-07-11","Rutgers","DE","Kemoko Turay"
46122,"5-11",205,"1995-09-16","North Carolina","SS","M.J. Stewart"
46123,"6-1",200,"1997-02-26","Wake Forest","FS","Jessie Bates"
46124,"5-10",180,"1995-11-08","Louisiana State","CB","Donte Jackson"
46127,"6-0",210,"1996-09-30","Colorado","CB","Isaiah Oliver"
46130,"6-4",198,"1996-09-23","Louisiana State","WR","D.J. Chark"
46131,"6-7",297,"1995-09-15","Pittsburgh","T","Brian O'Neill"
46132,"6-1",206,"1996-12-31","Auburn","CB","Carlton Davis"
46133,"6-3",277,"1995-01-30","Ohio State","DE","Tyquan Lewis"
46135,"6-5",250,"1995-12-10","Georgia","OLB","Lorenzo Carter"
46137,"6-1",204,"1997-02-15","Stanford","SS","Justin Reid"
46138,"6-3",311,"1995-04-20","North Carolina State","DT","B.J. Hill"
46139,"6-3",236,"1996-11-19","Brigham Young","ILB","Fred Warner"
46141,"6-4",315,"1993-10-09","Fort Hays State","DT","Nathan Shepherd"
46142,"6-2",225,"1996-12-25","Ohio State","ILB","Jerome Baker"
46143,"6-6",315,"1996-09-10","Louisville","T","Geron Christian"
46144,"6-1",310,"1996-05-09","Florida State","DT","Derrick Nnadi"
46146,"6-5",265,"1995-06-29","Ohio State","DE","Sam Hubbard"
46148,"6-4",279,"1997-05-15","Southern California","DE","Rasheem Green"
46150,"6-1",200,"1996-03-04","Colorado State","WR","Michael Gallup"
46151,"6-1",210,"1995-02-01","Louisiana-Lafayette","FS","Tracy Walker"
46152,"6-8",345,"1996-05-02","Oklahoma","T","Orlando Brown"
46153,"6-3",309,"1996-08-28","North Carolina State","DT","Justin Jones"
46155,"6-5",255,"1995-09-06","Oklahoma","TE","Mark Andrews"
46156,"6-5",240,"1996-05-03","Louisiana State","OLB","Arden Key"
46157,"6-3",233,"1995-03-21","Vanderbilt","OLB","Oren Burks"
46158,"6-5",321,"1995-06-19","Texas Christian","T","Joseph Noteboom"
46159,"6-1",305,"1994-07-22","South Florida","DT","Deadrin Senat"
46160,"6-2",210,"1996-01-07","Central Florida","WR","Tre'Quan Smith"
46161,"6-6",320,"1997-08-08","Western Michigan","T","Chukwuma Okorafor"
46162,"6-3",214,"1997-04-18","Alabama","SS","Ronnie Harrison"
46163,"6-6",305,"1995-01-27","Humboldt State","G","Alex Cappa"
46164,"6-2",200,"1996-08-16","Southern Mississippi","SS","Tarvarius Moore"
46165,"6-3",307,"1996-01-25","Stanford","DT","Harrison Phillips"
46166,"6-5",292,"1996-03-28","Michigan","C","Mason Cole"
46167,"6-4",243,"1992-04-19","Central Florida","TE","Jordan Akins"
46168,"6-1",190,"1996-02-20","Boston College","CB","Isaac Yiadom"
46170,"6-3",260,"1996-06-06","Indiana","TE","Ian Thomas"
46173,"5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
46175,"6-1",236,"1994-12-25","Iowa","ILB","Josey Jewell"
46180,"6-2",302,"1995-10-11","Michigan State","C","Brian Allen"
46183,"6-3",297,"1995-11-14","Alabama","DE","Da'Shawn Hand"
46185,"6-4",255,"1997-06-10","Kansas","DE","Dorance Armstrong"
46186,"5-10",198,"1997-03-18","Pittsburgh","SS","Jordan Whitehead"
46187,"5-11",178,"1994-11-30","Alabama","CB","Anthony Averett"
46188,"6-2",216,"1996-03-24","West Virginia","ILB","Kyzir White"
46189,"6-4",267,"1996-07-08","Washington","TE","Will Dissly"
46190,"5-11",192,"1996-07-27","Weber State","CB","Taron Johnson"
46192,"6-6",260,"1995-08-09","Notre Dame","TE","Durham Smythe"
46194,"5-9",184,"1996-03-31","Pittsburgh","CB","Avonte Maddox"
46197,"6-2",287,"1996-05-08","North Carolina State","DT","Kentavius Street"
46199,"6-5",253,"1997-03-29","Florida State","DE","Josh Sweat"
46203,"5-9",210,"1996-04-13","Fordham","RB","Chase Edmonds"
46204,"6-4",288,"1996-09-26","Stephen F. Austin","DE","John Franklin-Myers"
46205,"6-2",235,"1993-12-16","Mississippi","OLB","Marquis Haynes"
46206,"6-5",242,"1996-07-11","Stanford","TE","Dalton Schultz"
46211,"5-9",188,"1996-11-11","Kansas State","CB","D.J. Reed"
46212,"6-2",255,"1996-08-24","Purdue","ILB","Ja'Whaun Bentley"
46213,"6-3",215,"1996-04-04","Pennsylvania","WR","Justin Watson"
46214,"6-3",313,"1996-09-14","Delaware","DT","Bilal Nichols"
46215,"6-3",203,"1995-06-02","Oklahoma State","CB","Tre Flowers"
46219,"6-0",250,"1995-04-26","Memphis","DE","Genard Avery"
46223,"6-0",205,"1994-08-04","Jacksonville State","CB","Siran Neal"
46224,"6-3",310,"1995-03-23","UCLA","C","Scott Quessenberry"
46226,"6-3",254,"1995-07-30","Central Michigan","TE","Tyler Conklin"
46229,"6-1",253,"1995-04-24","Oklahoma","DE","Ogbonnia Okoronkwo"
46232,"6-3",308,"1997-07-11","Virginia Tech","DT","Tim Settle"
46235,"6-4",315,"1994-11-21","Virginia Tech","G","Wyatt Teller"
46238,"6-1",217,"1994-07-18","Mississippi","RB","Jordan Wilkins"
46243,"6-4",207,"1994-10-10","South Florida","WR","Marquez Valdes-Scantling"
46249,"6-4",318,"1995-03-04","Connecticut","DT","Folorunso Fatukasi"
46253,"6-0",208,"1994-06-09","Florida","OLB","Marcell Harris"
46255,"6-2",242,"1995-12-11","Temple","DE","Jake Martin"
46256,"5-9",190,"1996-10-15","Clemson","WR","Ray-Ray McCloud"
46259,"6-1",210,"1997-04-21","Texas","FS","DeShon Elliott"
46263,"6-0",184,"1996-01-22","Louisiana State","WR","Russell Gage"
46264,"6-4",310,"1995-03-21","Rutgers","NT","Sebastian Joseph"
46269,"6-2",215,"1995-08-02","Yale","ILB","Foyesade Oluokun"
46270,"5-6",203,"1995-04-27","Louisiana Tech","RB","Boston Scott"
46275,"6-7",332,"1994-12-16","Texas Christian","T","Matt Pryor"
46276,"6-5",214,"1996-09-30","Notre Dame","WR","Equanimeous St. Brown"
46277,"6-5",188,"1995-03-10","Boise State","WR","Cedrick Wilson"
46278,"6-0",185,"1995-09-22","Southern Mississippi","CB","Cornell Armstrong"
46279,"5-9",190,"1995-10-06","Miami","WR","Braxton Berrios"
46282,"6-5",331,"1995-06-23","Appalachian State","G","Colby Gossett"
46284,"6-5",317,"1994-11-24","Alabama","C","Bradley Bozeman"
46290,"6-0",229,"1995-12-12","Houston","OLB","Matthew Adams"
46293,"6-2",221,"1994-09-11","Georgia","WR","Javon Wims"
46302,"6-8",344,"1997-03-31","No College","T","Jordan Mailata"
46304,"6-0",236,"1996-07-02","Syracuse","OLB","Zaire Franklin"
46307,"6-6",290,"1995-09-07","Ferris State","DT","Zach Sieler"
46309,"5-9",185,"1995-09-05","Middle Tennessee","WR","Richie James"
46312,"5-10",185,"1996-04-17","Western Carolina","CB","Keion Crossen"
46314,"6-5",311,"1995-12-10","Louisiana State","C","Will Clapp"
46320,"6-0",200,"1996-04-22","Northwestern","RB","Justin Jackson"
46329,"5-9",190,"1995-11-17","Southern U.","CB","Danny Johnson"
46331,"6-5",240,"1995-01-26","San Diego","TE","Ross Dwelley"
46338,"6-3",316,"1994-10-23","San Jose State","G","Jeremiah Kolone"
46349,"6-1",202,"1993-11-03","Central Arkansas","FS","George Odum"
46354,"5-11",184,"1996-03-25","Tennessee","CB","Emmanuel Moseley"
46362,"6-5",214,"1996-01-06","Alabama","WR","Cam Sims"
46367,"5-8",190,"1994-07-24","Colorado","RB","Phillip Lindsay"
46376,"6-5",285,"1995-07-28","Washington","G","Coleman Shelton"
46377,"6-0",194,"1995-11-16","North Texas","RB","Jeffery Wilson"
46378,"6-0",202,"1996-01-18","Mississippi State","SS","J.T. Gray"
46387,"6-3",295,"1995-05-23","Tennessee","DT","Kendal Vickers"
46404,"6-2",295,"1994-09-01","Alabama","C","J.C. Hassenauer"
46407,"5-10",190,"1996-01-31","South Carolina","CB","Chris Lammons"
46437,"6-1",238,"1995-04-13","Rutgers","RB","Gus Edwards"
46446,"6-4",250,"1995-04-26","Youngstown State","TE","Kevin Rader"
46456,"5-9",187,"1993-03-15","Alabama-Birmingham","CB","Darious Williams"
46457,"6-1",248,"1997-09-12","Toledo","OLB","Olasunkanmi Adeniyi"
46461,"5-10",205,"1995-07-30","Cincinnati","RB","Mike Boone"
46487,"5-11",310,"1995-11-19","Texas","DE","Poona Ford"
46501,"5-11",193,"08/24/1995","Northern Iowa","CB","Elijah Campbell"
46504,"6-3",300,"1994-01-13","Washington State","DT","Daniel Ekuale"
46506,"5-11",202,"1995-02-26","Tulane","RB","Dontrell Hilliard"
46521,"6-2",233,"1995-07-27","Iowa","ILB","Ben Niemann"
46522,"6-1",205,"1993-11-17","Kansas State","WR","Byron Pringle"
46526,"5-11",224,"1995-04-15","Louisiana State","RB","Darrel Williams"
46527,"6-3",235,"1996-09-19","Washington State","ILB","Frankie Luvu"
46542,"6-3",210,"1994-12-26","Temple","WR","Keith Kirkwood"
46543,"6-4",280,"1995-09-19","Oregon","DT","Henry Mondeaux"
46618,"6-2",305,"1995-08-18","South Carolina","DT","Taylor Stallworth"
46629,"6-5",307,"1995-11-27","Nebraska","C","Nick Gates"
46630,"5-10",185,"1996-02-02","Utah State","CB","Jalen Davis"
46649,"5-11",205,"1996-08-29","South Alabama","FS","Jeremy Reaves"
46652,"5-11",189,"1996-08-07","Georgia State","CB","Chandon Sullivan"
46657,"6-0",232,"1994-08-09","Sioux Falls","OLB","Dennis Gardeck"
46669,"5-11",210,"1995-07-22","Missouri Western","FS","Jonathan Owens"
46671,"6-1",219,"1996-02-26","Vanderbilt","WR","Trent Sherfield"
46672,"5-10",205,"1996-03-11","Ferris State","CB","Tavierre Thomas"
46674,"6-2",214,"1996-06-09","Washington","ILB","Ezekiel Turner"
46679,"6-2",302,"1996-09-16","Southern Methodist","C","Evan Brown"
46680,"5-10",205,"1996-04-27","Temple","SS","Sean Chandler"
46686,"5-9",190,"1996-01-06","Penn State","CB","Grant Haley"
46698,"6-0",179,"1995-06-12","Alabama","CB","Levi Wallace"
46699,"6-1",193,"02/20/1995","Miami","CB","Dee Delaney"
46700,"5-11",185,"1996-03-05","Vanderbilt","CB","Tre Herndon"
46705,"6-5",227,"1995-12-11","Iowa State","WR","Allen Lazard"
46706,"6-5",311,"1996-04-18","Miami","T","KC McDermott"
46711,"6-3",200,"1995-12-24","Southern Illinois","SS","Ryan Neal"
46729,"6-2",197,"1994-09-08","Virginia Tech","CB","Brandon Facyson"
46755,"6-5",320,"1994-01-25","Grambling","T","Trenton Scott"
46757,"6-1",195,"1996-05-16","Middle Tennessee","CB","Charvarius Ward"
46771,"6-3",295,"1996-01-24","Bucknell","DE","Abdullah Anderson"
46775,"6-1",198,"1995-11-17","Maryland","CB","J.C. Jackson"
46796,"6-4",272,"1995-12-30","Buffalo","DE","Demone Harris"
46797,"6-5",239,"1994-11-12","Southern Arkansas","TE","Tanner Hudson"
46823,"6-0",196,"1995-08-04","Southeast Missouri","CB","Mike Ford"
46830,"5-8",189,"1995-09-12","Florida","WR","Brandon Powell"
46841,"6-5",290,"1995-11-09","UCLA","DT","Matt Dickerson"
46846,"6-0",203,"1995-08-28","Nebraska","FS","Joshua Kalu"
46902,"6-1",229,"1995-12-14","Western Michigan","ILB","Robert Spillane"
46958,"6-2",230,"1995-07-23","North Dakota State","ILB","Chris Board"
46992,"6-2",205,"1995-01-03","Prairie View","WR","KhaDarel Hodge"
46998,"6-2",200,"1996-01-30","Illinois","WR","Malik Turner"
47605,"5-10",208,"1996-02-27","South Florida","RB","D'Ernest Johnson"
